road,modal_class,segments,mean_lanes,mean_speed_kmh,oneway_share,transit_share,commercial_share,junction_share,unpaved_share,lanes_imputed_share,speed_imputed_share,mean_segment_score,category,confidence
Avenida Duque de Caxias,secondary,31,2.1,50,1.0,0.84,0.71,0.77,0.0,0.0,0.06,41.5,High,medium
Rua 13 de Maio,secondary,18,2.4,44,1.0,0.94,1.0,0.67,0.0,0.0,0.56,41.4,High,medium
Largo Ubirajara,secondary,8,2.1,49,1.0,0.75,1.0,0.75,0.0,0.0,1.0,41.4,High,medium
Avenida das Cerejeiras,secondary,3,2.0,43,0.67,1.0,1.0,0.67,0.0,0.0,0.33,41.2,High,medium
Viaduto Francisco Nieto Martin,motorway_link,2,2.0,60,1.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,High,medium
Ponte Fábio Lazzari,motorway_link,2,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,High,high
Rua José Joaquim Moredo,trunk_link,2,1.5,40,1.0,1.0,1.0,0.0,0.0,0.0,0.0,41.0,High,high
Rua Curuçá,secondary,14,2.9,50,0.93,0.0,0.93,0.71,0.0,0.0,0.14,40.9,High,medium
Rua Palestra Itália,tertiary,6,3.3,50,1.0,1.0,1.0,0.67,0.0,0.0,0.0,40.8,High,high
Rua Sebastião Pereira,secondary,11,2.4,46,1.0,1.0,1.0,0.18,0.0,0.0,1.0,40.8,High,medium
Avenida Nicolas Boer,secondary,22,3.4,50,1.0,0.18,0.86,0.32,0.0,0.0,0.32,40.7,High,medium
Rua Riachuelo,secondary,4,2.0,38,1.0,1.0,1.0,0.5,0.0,0.0,0.0,40.5,High,high
Praça Dia do Senhor,tertiary,4,3.5,40,1.0,0.75,1.0,1.0,0.0,0.0,0.5,40.5,High,medium
Rua Martinho Prado,secondary,5,3.2,42,1.0,0.6,1.0,0.6,0.0,0.0,0.2,40.5,High,medium
Praça Estela Zanchetta Molina,trunk_link,2,1.5,50,1.0,0.5,1.0,0.0,0.0,0.0,1.0,40.5,High,medium
Rua dos Trilhos,secondary,25,2.4,49,0.72,0.76,0.88,0.4,0.0,0.04,0.76,40.3,High,low
Avenida Baronesa de Porto Carreiro,secondary,3,2.3,40,1.0,0.67,1.0,0.67,0.0,0.0,0.0,40.3,High,high
Rua Marcos Arruda,secondary,7,2.3,40,1.0,1.0,0.86,0.29,0.0,0.0,0.0,40.3,High,high
Ponte Presidente Jânio Quadros,secondary,4,2.0,50,1.0,1.0,0.75,0.0,0.0,0.0,0.0,40.2,High,high
Rua dos Patriotas,secondary,18,2.4,46,0.94,0.78,1.0,0.72,0.0,0.11,0.61,40.2,High,low
Rua Tobias Barreto,secondary,10,2.0,50,0.5,0.6,1.0,0.7,0.0,0.0,1.0,40.2,High,medium
Rua Manuel José Ratão,trunk_link,4,2.0,50,1.0,0.0,1.0,0.25,0.0,0.0,0.5,40.2,High,medium
Rua Desembargador do Vale,secondary,2,2.0,45,1.0,0.5,1.0,1.0,0.0,0.0,0.5,40.2,High,medium
Rua Rubino de Oliveira,secondary,5,2.0,42,1.0,0.8,1.0,0.6,0.0,0.2,0.2,40.1,High,low
Rua do Orfanato,secondary,1,2.0,40,0.0,1.0,1.0,1.0,0.0,0.0,0.0,40.0,High,high
Viaduto Governador Roberto Abreu Sodré,secondary,7,2.3,49,0.43,0.71,1.0,0.14,0.0,0.14,0.86,39.9,High,low
Largo do Cambuci,secondary,8,2.2,48,1.0,0.88,1.0,0.0,0.0,0.0,0.88,39.9,High,medium
Rua Almirante Pereira Guimarães,secondary,5,2.6,50,0.6,1.0,0.0,0.6,0.0,0.0,1.0,39.9,High,medium
Rua Ramon Penharrubia,secondary,7,2.0,50,1.0,0.57,1.0,0.29,0.0,0.0,0.14,39.8,High,medium
Avenida da Aclimação,tertiary,8,3.8,49,0.12,0.88,0.88,0.88,0.0,0.0,0.12,39.7,High,medium
Rua Mere Amedéa,secondary,7,1.7,43,0.86,1.0,0.86,0.71,0.0,0.0,0.29,39.7,High,medium
Rua Doutor Plínio Barreto,secondary,1,3.0,50,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.5,High,high
Rua Almirante Pestana,secondary,2,3.0,50,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.5,High,high
Rua Pietro Giannoccaro,motorway_link,1,1.0,50,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.5,High,high
Túnel Noite Ilustrada,primary,9,1.6,49,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.4,High,high
Rua do Lavapés,secondary,6,2.5,43,1.0,0.83,0.67,0.67,0.0,0.0,0.33,39.4,High,medium
Avenida Arnolfo Azevedo,secondary,8,2.6,49,1.0,0.88,0.0,0.5,0.0,0.0,0.38,39.4,High,medium
Rua São Carlos do Pinhal,tertiary,6,3.2,47,1.0,1.0,1.0,0.67,0.0,0.0,0.33,39.3,High,medium
Rua Cincinato Braga,tertiary,4,3.0,45,1.0,1.0,1.0,1.0,0.0,0.0,0.5,39.2,High,medium
Viaduto Alcântara Machado - Rampa Ascendente,trunk_link,3,1.7,50,1.0,1.0,0.0,0.0,0.0,0.0,1.0,39.2,High,medium
Rua Itajobi,primary,5,2.8,40,1.0,0.0,0.4,0.0,0.0,0.0,0.0,39.2,High,high
Avenida Nadir Dias de Figueiredo,secondary,15,2.4,49,1.0,0.2,0.8,0.87,0.0,0.0,0.0,39.0,High,high
Rua Boa Vista,secondary,5,2.0,40,1.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,High,high
Rua Caetano Pinto,primary,3,2.0,47,1.0,0.0,1.0,1.0,0.0,0.0,0.67,39.0,High,medium
Rua Leopoldo Miguez,secondary,5,2.6,48,1.0,0.8,0.2,0.6,0.0,0.0,1.0,39.0,High,medium
Rua Eduardo Viana,primary,2,1.0,50,1.0,0.0,1.0,0.5,0.0,0.0,1.0,39.0,High,medium
Rua Roberto Simonsen,secondary,2,2.0,40,1.0,0.5,1.0,1.0,0.0,0.0,0.0,39.0,High,high
Praça Antônio Cândido de Camargo,primary_link,1,2.0,30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,High,high
Rua Doutor Rodrigo Silva,secondary,7,2.0,50,1.0,0.71,0.71,0.14,0.0,0.0,1.0,38.8,High,medium
Avenida Álvaro Ramos,secondary,9,2.8,43,0.67,0.78,0.89,0.89,0.0,0.0,0.89,38.7,High,medium
Rua Silva Teles,secondary,17,1.9,49,0.88,0.82,0.65,0.94,0.0,0.06,0.0,38.7,High,medium
Viaduto do Chá,secondary,5,1.8,44,0.4,1.0,1.0,0.2,0.0,0.0,0.4,38.6,High,medium
Rua Cardoso de Almeida,secondary,13,1.9,42,0.54,0.85,0.69,0.85,0.0,0.0,0.38,38.6,High,medium
Rua do Acre,secondary,4,2.0,48,1.0,1.0,0.25,0.5,0.0,0.0,0.5,38.6,High,medium
Rua Maestro Cardim,secondary,11,2.1,39,1.0,0.64,1.0,0.45,0.0,0.0,0.0,38.5,High,high
Viaduto Armando Puglisi,secondary,6,2.0,50,1.0,0.5,1.0,0.0,0.0,0.0,0.0,38.5,High,high
Rua Itamaracá,secondary,2,1.5,50,0.5,0.5,1.0,1.0,0.0,0.0,1.0,38.5,High,medium
Avenida Teresa Cristina,secondary,8,2.5,50,1.0,0.0,0.88,0.5,0.0,0.0,0.0,38.4,High,high
Rua Brazeliza Alves de Carvalho,secondary,4,2.0,45,0.75,1.0,1.0,0.75,0.0,0.0,1.0,38.4,High,medium
Rua Bixira,secondary,5,2.4,50,1.0,0.0,1.0,0.4,0.0,0.0,1.0,38.3,High,medium
Rua Assembleia,trunk_link,3,1.7,50,0.67,0.0,1.0,0.0,0.0,0.0,0.0,38.2,High,high
Rua Benjamim Constant,secondary,4,1.5,45,1.0,1.0,1.0,0.0,0.0,0.0,0.5,38.2,High,medium
Rua Capitão Pacheco e Chaves,secondary,21,2.5,47,0.95,0.67,0.81,0.38,0.0,0.0,0.71,38.2,High,medium
Rua São Francisco,secondary,4,1.5,45,1.0,1.0,1.0,0.0,0.0,0.0,0.5,38.2,High,medium
Rua Estados Unidos,secondary,10,2.9,45,1.0,0.0,0.6,0.8,0.0,0.0,0.3,38.2,High,medium
Avenida Zelina,secondary,3,2.7,50,0.0,1.0,0.0,0.33,0.0,0.0,1.0,38.2,High,medium
Praça da Sé,primary,10,2.2,40,1.0,1.0,0.9,0.3,0.0,0.1,0.0,38.1,High,medium
Rua Quirino dos Santos,tertiary,3,3.0,40,1.0,1.0,1.0,1.0,0.0,0.0,0.33,38.0,Moderate,medium
Rua Domingos de Morais,tertiary,23,3.1,44,1.0,1.0,0.96,0.39,0.0,0.0,0.61,37.9,Moderate,medium
Rua Bresser,tertiary,55,2.3,45,0.89,0.65,0.8,0.45,0.0,0.04,0.8,37.8,Moderate,low
Rua Groenlândia,secondary,14,3.1,49,1.0,0.0,0.21,0.71,0.0,0.0,0.07,37.8,Moderate,medium
Praça Stélio Machado Loureiro,secondary,4,2.0,45,1.0,0.75,1.0,0.5,0.0,0.5,0.5,37.8,Moderate,low
Largo São José do Belém,tertiary,9,2.0,43,1.0,1.0,1.0,1.0,0.0,0.33,1.0,37.8,Moderate,low
Viaduto Professor Bernardino Tranchesi,tertiary,3,3.7,40,1.0,1.0,1.0,0.0,0.0,0.0,1.0,37.7,Moderate,medium
Avenida Cásper Líbero,secondary,23,2.5,47,1.0,0.57,0.0,0.57,0.0,0.0,0.65,37.6,Moderate,medium
Rua Araritaguaba,secondary,11,1.9,45,0.82,0.82,1.0,0.91,0.0,0.0,0.36,37.6,Moderate,medium
Rua dos Pinheiros,secondary,4,2.8,48,1.0,0.0,0.5,0.75,0.0,0.0,0.25,37.6,Moderate,medium
Viaduto Pompéia Missionário Manoel de Mello,secondary,3,3.3,50,1.0,0.0,0.33,0.0,0.0,0.0,0.0,37.5,Moderate,high
Rua Ângelo Di Sarno,trunk_link,2,1.5,50,1.0,0.0,1.0,0.0,0.0,0.0,1.0,37.5,Moderate,medium
Viaduto Professor Alberto Mesquita de Carvalho,secondary,2,3.0,50,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.5,Moderate,medium
Rua José Papaterra Limongi,secondary,2,3.0,50,1.0,0.5,0.0,0.0,0.0,0.0,1.0,37.5,Moderate,medium
Rua João Boemer,secondary,6,2.5,47,1.0,0.33,0.17,1.0,0.0,0.0,0.0,37.5,Moderate,high
Rua Antônio de Godói,secondary,1,3.0,50,1.0,0.0,0.0,1.0,0.0,0.0,1.0,37.5,Moderate,medium
Rua Isidoro Matheus,secondary,1,3.0,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.5,Moderate,high
Rua Tabatinguera,secondary,2,3.0,40,1.0,0.0,0.5,1.0,0.0,0.0,0.0,37.5,Moderate,high
Avenida Professor Alfonso Bovero,secondary,10,2.0,40,0.4,1.0,0.8,0.2,0.0,0.0,0.0,37.4,Moderate,high
Rua Fernando Falcão,secondary,8,2.0,50,0.62,0.75,0.25,0.62,0.0,0.0,1.0,37.4,Moderate,medium
Rua da Cantareira,tertiary,18,3.1,46,1.0,1.0,0.72,0.67,0.0,0.0,0.0,37.4,Moderate,high
Rua Major Basílio,secondary,5,2.0,46,0.6,1.0,0.2,0.4,0.0,0.0,0.8,37.4,Moderate,medium
Rua Conselheiro Furtado,tertiary,14,3.2,44,0.43,1.0,0.86,0.71,0.0,0.0,0.43,37.2,Moderate,medium
Praça Charles Miller,primary,18,2.3,41,1.0,0.56,0.83,0.33,0.0,0.17,0.44,37.2,Moderate,low
Praça Mashiach Now,secondary,3,2.0,43,1.0,0.33,0.67,1.0,0.0,0.33,0.33,37.2,Moderate,medium
Rua Lino Coutinho,tertiary,2,2.5,45,1.0,1.0,1.0,1.0,0.0,0.0,0.5,37.2,Moderate,medium
Rua Silva Jardim,tertiary,4,2.8,40,1.0,1.0,1.0,1.0,0.0,0.25,1.0,37.0,Moderate,low
Viaduto Shuhei Uetsuka,tertiary,2,4.0,40,0.0,1.0,1.0,0.0,0.0,0.0,1.0,37.0,Moderate,medium
Viaduto Doutor Manoel José Chaves,trunk_link,3,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,Moderate,high
Rua António Patricio,trunk_link,1,2.0,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,Moderate,high
Rua Paraíba,secondary,1,2.0,40,1.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0,Moderate,high
Avenida Arno,secondary,4,2.0,50,0.25,1.0,0.25,0.25,0.0,0.0,1.0,37.0,Moderate,medium
Rua Líbero Badaró,secondary,8,2.0,40,1.0,0.88,0.75,0.0,0.0,0.0,0.0,37.0,Moderate,high
Alameda Santos,tertiary,14,2.9,42,1.0,0.93,1.0,0.71,0.0,0.0,0.0,36.7,Moderate,high
Rua Desembargador Paulo Passaláqua,primary,9,2.9,40,0.22,0.0,0.0,0.22,0.0,0.0,0.0,36.7,Moderate,high
Praça Márcia Aliberti Mammana,secondary,9,1.7,50,0.89,0.33,1.0,0.22,0.0,0.0,1.0,36.6,Moderate,medium
Praça José Luiz de Mello Malheiro,secondary,4,2.0,48,1.0,0.25,1.0,0.5,0.0,0.0,1.0,36.6,Moderate,medium
Rua Ciro Soares de Almeida,secondary,2,2.0,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.5,Moderate,high
Rua Doutor Ornelas,secondary,6,2.0,43,1.0,0.67,0.33,0.67,0.0,0.0,0.33,36.5,Moderate,medium
Rua Conselheiro Crispiniano,secondary,1,2.0,50,1.0,1.0,0.0,0.0,0.0,0.0,1.0,36.5,Moderate,medium
Rua Palméia,secondary,5,2.0,40,1.0,1.0,1.0,0.2,0.0,0.6,0.4,36.4,Moderate,medium
Rua Nabia Abdala Chohfi,tertiary,3,3.3,43,1.0,0.0,0.67,0.67,0.0,0.0,1.0,36.2,Moderate,medium
Largo do Paissandú,secondary,8,1.8,50,1.0,0.88,0.0,0.5,0.0,0.0,1.0,36.2,Moderate,medium
Rua Paula Sousa,tertiary,3,2.7,50,1.0,0.67,1.0,0.67,0.0,0.0,0.0,36.2,Moderate,high
Parque Dom Pedro II,tertiary,19,2.9,49,0.95,0.84,0.89,0.42,0.0,0.05,0.0,36.1,Moderate,medium
Rua Dom Joaquim de Melo,secondary,7,2.1,44,1.0,0.86,0.0,0.43,0.0,0.0,0.43,36.1,Moderate,medium
Rua Floriano Peixoto,secondary,1,2.0,40,1.0,0.0,1.0,1.0,0.0,0.0,0.0,36.0,Moderate,high
Rua Mário de Andrade,tertiary,8,2.5,40,1.0,1.0,1.0,1.0,0.0,0.0,0.25,36.0,Moderate,medium
Rua Junqueira Freire,secondary,4,2.5,40,1.0,0.5,0.0,1.0,0.0,0.0,0.0,36.0,Moderate,high
Largo do Pari,secondary,7,2.4,47,0.86,0.0,1.0,0.71,0.0,0.14,1.0,36.0,Moderate,low
Rua Carmópolis de Minas,secondary,6,2.3,48,1.0,0.83,0.17,0.0,0.0,0.0,0.17,35.9,Moderate,medium
Viaduto José Colassuono,trunk_link,2,2.0,45,1.0,0.0,0.5,0.0,0.0,0.0,0.0,35.8,Moderate,high
Rua Voluntários da Pátria,secondary,27,1.3,44,0.93,0.59,1.0,0.48,0.0,0.15,0.41,35.8,Moderate,low
Rua Jumana,secondary,19,2.0,50,1.0,0.11,0.53,0.68,0.0,0.0,1.0,35.8,Moderate,medium
Viaduto General Couto de Magalhães,secondary,3,2.3,50,1.0,0.67,0.0,0.0,0.0,0.0,1.0,35.8,Moderate,medium
Viaduto do Rio Tamanduateí,trunk_link,3,1.7,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.7,Moderate,high
Rua Padre Adelino,secondary,8,2.2,44,0.88,0.75,1.0,0.5,0.0,0.5,1.0,35.6,Moderate,low
Praça Orlândia,trunk_link,1,1.0,50,1.0,0.0,1.0,0.0,0.0,0.0,1.0,35.5,Moderate,medium
Rua Doutor Melo Nogueira,secondary,1,2.0,50,1.0,0.0,1.0,0.0,0.0,0.0,1.0,35.5,Moderate,medium
Rua José Paulo Mantovan Freire,trunk_link,1,1.0,50,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.5,Moderate,high
AC A RUA ANA CINTRA,trunk_link,1,1.0,50,1.0,0.0,1.0,0.0,0.0,0.0,1.0,35.5,Moderate,medium
Rua João Afonso,trunk_link,1,1.0,50,1.0,0.0,1.0,0.0,0.0,0.0,1.0,35.5,Moderate,medium
Rua Abílio Soares,tertiary,15,2.9,40,0.8,1.0,0.67,1.0,0.0,0.0,1.0,35.4,Moderate,medium
Avenida Auro Soares de Moura Andrade,tertiary,5,2.6,40,1.0,1.0,1.0,0.6,0.0,0.0,1.0,35.2,Moderate,medium
Rua Major Sertório,tertiary,7,2.3,40,1.0,1.0,1.0,1.0,0.0,0.0,0.43,35.1,Moderate,medium
Praça Airton de Abreu,trunk_link,2,1.5,40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,Moderate,high
Rua Três Rios,tertiary,5,2.0,50,0.8,1.0,1.0,0.6,0.0,0.0,0.0,34.9,Moderate,high
Avenida 23 de Maio,trunk_link,5,2.2,44,1.0,0.4,1.0,0.4,0.0,0.2,0.6,34.9,Moderate,medium
Rua Paineira do Campo,tertiary,4,2.8,40,1.0,1.0,1.0,0.25,0.0,0.25,1.0,34.8,Moderate,low
Rua Eça de Queiroz,tertiary,4,3.2,38,0.75,0.75,1.0,1.0,0.0,0.25,1.0,34.8,Moderate,low
Largo Santa Cecília,tertiary,3,2.7,40,1.0,1.0,1.0,0.33,0.0,0.0,1.0,34.7,Moderate,medium
Rua Maria Marcolina,secondary,9,1.8,44,0.89,0.67,0.33,0.33,0.0,0.0,0.11,34.7,Moderate,medium
Rua Pedro Machado,tertiary,19,2.8,39,1.0,0.95,1.0,0.47,0.0,0.0,0.74,34.7,Moderate,medium
Praça Pascoal Martins,tertiary,7,3.0,40,1.0,0.57,1.0,0.71,0.0,0.0,0.0,34.6,Moderate,high
Rua Silveira da Mota,secondary,4,2.0,45,1.0,0.5,1.0,0.5,0.0,0.0,1.0,34.6,Moderate,medium
Rua Condessa de São Joaquim,tertiary,8,2.5,40,1.0,1.0,1.0,0.5,0.0,0.0,1.0,34.5,Moderate,medium
Rua Leais Paulistanos,secondary,12,2.2,42,1.0,0.75,0.83,0.58,0.0,0.0,0.92,34.5,Moderate,medium
Rua Capivari,primary,4,1.5,40,1.0,0.0,0.5,0.0,0.0,0.0,0.0,34.5,Moderate,high
Rua da Mooca,secondary,35,2.3,46,0.6,0.46,0.57,0.54,0.0,0.09,0.86,34.4,Moderate,low
Praça General Humberto de Sousa Melo,secondary,3,1.3,33,1.0,0.67,1.0,0.0,0.0,0.0,0.0,34.3,Moderate,high
Avenida Doutor Dante Pazzanese,tertiary,3,1.7,40,1.0,1.0,1.0,0.67,0.0,0.0,1.0,34.3,Moderate,medium
Rua Prates,secondary,9,2.1,48,0.89,0.67,0.22,0.78,0.0,0.11,0.11,34.2,Moderate,low
Avenida Mário de Andrade,tertiary,28,2.6,40,0.93,1.0,1.0,0.32,0.0,0.0,1.0,34.2,Moderate,medium
Rua Turiassu,tertiary,9,2.0,40,0.78,1.0,1.0,0.89,0.0,0.0,0.89,34.1,Moderate,medium
Avenida Professor Celestino Bourroul,secondary,14,1.4,40,0.93,0.57,1.0,0.14,0.0,0.0,0.0,34.1,Moderate,high
Rua Celso de Azevedo Marques,secondary,6,2.0,42,0.5,0.67,0.67,0.67,0.0,0.33,0.5,34.1,Moderate,low
Rua Rego Freitas,tertiary,8,2.1,40,1.0,1.0,1.0,0.88,0.0,0.0,0.25,34.1,Moderate,medium
Viaduto São Carlos,secondary,4,2.5,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,Moderate,high
Rua Pouso Alegre,tertiary,1,2.0,40,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,Moderate,medium
Rua Amparo,tertiary,5,2.0,40,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,Moderate,medium
Praça Barão de Tiête,tertiary,1,2.0,40,1.0,1.0,1.0,1.0,0.0,1.0,1.0,34.0,Moderate,low
Rua Albuquerque Maranhão,tertiary,2,2.0,40,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,Moderate,medium
Rua Hannemann,tertiary,3,2.0,40,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,Moderate,medium
Rua Tabapuã,tertiary,10,2.9,40,1.0,1.0,0.4,0.7,0.0,0.0,0.4,33.7,Moderate,medium
Rua Coronel Antônio de Carvalho,tertiary,6,2.3,40,1.0,0.83,1.0,0.33,0.0,0.17,1.0,33.7,Moderate,low
Rua Brigadeiro Tobias,tertiary,12,2.6,43,1.0,1.0,0.0,0.58,0.0,0.0,0.08,33.6,Moderate,medium
Praça Marechal Cordeiro de Farias,secondary,4,1.8,45,0.75,0.75,1.0,0.0,0.0,0.25,1.0,33.6,Moderate,low
Avenida Conselheiro Rodrigues Alves,tertiary,16,2.4,40,0.44,1.0,1.0,0.62,0.0,0.0,1.0,33.5,Moderate,medium
Rua Isabel Dias,secondary,1,2.0,50,1.0,0.0,0.0,1.0,0.0,0.0,1.0,33.5,Moderate,medium
Rua Rui Martins,secondary,1,2.0,50,1.0,0.0,0.0,1.0,0.0,1.0,1.0,33.5,Moderate,low
Rua Capitão-Mor Gonçalo Monteiro,tertiary,1,2.0,50,1.0,1.0,1.0,0.0,0.0,0.0,0.0,33.5,Moderate,high
Praça Coronel Fernando Prestes,tertiary,1,2.0,50,1.0,1.0,1.0,0.0,0.0,0.0,0.0,33.5,Moderate,high
Rua Padre Chico,tertiary,5,2.0,40,1.0,1.0,1.0,0.8,0.0,0.0,1.0,33.4,Moderate,medium
Rua Piratininga,tertiary,8,2.6,42,1.0,1.0,0.25,1.0,0.0,0.0,0.75,33.4,Moderate,medium
Rua Manuel da Nóbrega,tertiary,28,2.2,39,0.96,0.57,0.96,0.61,0.0,0.0,0.54,33.3,Moderate,medium
Avenida Moysés Roysen,secondary,12,1.8,48,1.0,0.67,0.75,0.17,0.0,0.08,0.42,33.3,Moderate,low
Rua Cajurú,tertiary,4,2.0,40,1.0,1.0,1.0,0.75,0.0,1.0,1.0,33.2,Moderate,low
Avenida Lins de Vasconcelos,tertiary,29,2.4,47,0.69,0.97,0.66,0.45,0.0,0.0,0.34,33.2,Moderate,medium
Rua Moreira e Costa,tertiary,5,2.6,40,1.0,0.8,0.6,1.0,0.0,0.0,1.0,33.2,Moderate,medium
Rua Santa Rosa,secondary,3,2.0,50,0.67,0.0,0.67,0.0,0.0,0.0,1.0,33.2,Moderate,medium
Rua General Carneiro,tertiary,4,2.0,40,1.0,1.0,1.0,0.75,0.0,0.0,0.0,33.2,Moderate,high
Rua do Lirismo,secondary,1,2.0,30,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,Moderate,medium
Rua Presidente Almeida Couto,secondary,5,2.0,48,1.0,0.4,0.2,0.4,0.0,0.0,1.0,33.0,Moderate,medium
Rua Catumbi,secondary,13,2.0,42,0.77,0.46,1.0,0.15,0.0,0.0,0.23,33.0,Moderate,medium
Largo do Arouche,tertiary,30,2.4,42,1.0,0.67,0.8,0.53,0.0,0.1,0.67,32.7,Moderate,low
Rua José Paulino,secondary,5,2.2,46,1.0,0.4,0.4,0.4,0.0,0.0,0.6,32.7,Moderate,medium
Rua Padre Ildefonso,tertiary,3,1.7,40,1.0,1.0,1.0,1.0,0.0,0.0,1.0,32.7,Moderate,medium
Rua Doutor José de Queirós Aranha,tertiary,6,2.3,40,0.67,1.0,1.0,0.33,0.0,0.67,1.0,32.7,Moderate,low
Rua Tamandaré,tertiary,11,2.6,40,0.0,1.0,0.91,0.55,0.0,0.0,0.18,32.7,Moderate,medium
Rua Senador Feijó,tertiary,4,2.0,40,1.0,1.0,1.0,0.5,0.0,0.0,0.0,32.5,Moderate,high
Rua Doutor Adolpho Pinto,tertiary,4,2.0,40,1.0,1.0,1.0,0.5,0.0,0.0,1.0,32.5,Moderate,medium
Rua Afonso Arinos,tertiary,2,2.0,40,1.0,1.0,1.0,0.5,0.0,0.0,0.0,32.5,Moderate,high
Rua Bandeirantes,tertiary,2,2.5,50,1.0,0.0,1.0,1.0,0.0,0.0,0.0,32.5,Moderate,high
Rua Jandaia,secondary,2,1.5,40,1.0,0.0,1.0,0.5,0.0,0.0,0.0,32.5,Moderate,high
Rua Jairo Góes,tertiary,2,2.0,40,1.0,1.0,1.0,0.5,0.0,0.0,1.0,32.5,Moderate,medium
Viaduto Professor Alberto Mesquita de Camargo,secondary,1,3.0,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.5,Moderate,medium
Rua do Paraíso,secondary,15,2.3,43,0.8,0.0,0.93,0.6,0.0,0.0,0.87,32.4,Moderate,medium
Praça Padre Bento,secondary,9,1.4,38,1.0,0.44,1.0,0.22,0.0,0.0,0.0,32.3,Moderate,high
Avenida Presidente Wilson,secondary,16,2.9,43,0.5,0.12,0.31,0.12,0.0,0.0,0.0,32.2,Moderate,high
Avenida Ariston Azevedo,secondary,5,1.6,40,0.8,0.2,1.0,0.0,0.0,0.0,0.0,32.2,Moderate,high
Rua Santo Amaro,tertiary,11,1.9,44,0.91,0.91,1.0,0.45,0.0,0.0,0.64,32.2,Moderate,medium
Avenida Engenheiro Luis Gomes Cardim Sangirardi,tertiary,14,2.6,40,1.0,0.64,0.79,0.71,0.0,0.0,1.0,32.2,Moderate,medium
Rua Helio de Barros,trunk_link,2,2.0,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,Moderate,high
Rua Doutor Renato Paes de Barros,tertiary,9,2.3,39,1.0,0.89,0.78,0.89,0.0,0.11,1.0,32.0,Moderate,low
Rua Tutóia,tertiary,19,2.8,41,0.26,0.89,0.74,0.32,0.0,0.05,0.95,32.0,Moderate,low
Rua José Szakall,trunk_link,2,2.0,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,Moderate,high
Rua Paulo Andrighetti,secondary,5,1.6,36,0.8,0.4,1.0,0.8,0.0,0.2,0.0,32.0,Moderate,medium
Rua Saldanha Marinho,tertiary,3,2.0,40,1.0,1.0,1.0,0.33,0.0,0.0,0.67,32.0,Moderate,medium
Rua Doutor Guilherme Ellis,tertiary,1,2.0,40,0.0,1.0,1.0,1.0,0.0,1.0,1.0,32.0,Moderate,low
Praça Íris Meimberg,primary_link,4,1.0,40,1.0,0.5,1.0,0.0,0.0,0.0,1.0,32.0,Moderate,medium
Rua Miller,tertiary,3,2.0,40,1.0,0.67,1.0,1.0,0.0,0.0,0.0,32.0,Moderate,high
Rua Coronel Marques Ribeiro,tertiary,1,2.0,40,0.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,Moderate,high
Rua Araguaia,secondary,15,1.6,39,0.87,0.53,1.0,0.53,0.0,0.2,0.0,31.9,Moderate,medium
Rua Rui Barbosa,secondary,9,2.1,48,0.67,0.56,1.0,0.44,0.0,0.44,0.11,31.9,Moderate,low
Rua Juvenal Gomes Coimbra,secondary,8,1.6,38,0.88,0.5,1.0,0.0,0.0,0.0,0.25,31.8,Moderate,medium
Rua Afonso Pena,tertiary,7,1.9,50,1.0,0.86,1.0,0.43,0.0,0.14,0.0,31.8,Moderate,medium
Rua Marquês de Itu,tertiary,7,2.1,39,1.0,0.86,1.0,0.86,0.0,0.0,0.43,31.7,Moderate,medium
Rua Doutor Amâncio de Carvalho,tertiary,6,2.2,40,0.0,1.0,1.0,0.67,0.0,0.17,1.0,31.7,Moderate,low
Rua Serra da Bocaina,tertiary,3,1.7,40,1.0,1.0,1.0,0.67,0.0,0.0,1.0,31.7,Moderate,medium
Rua Gávea,tertiary,5,2.0,44,1.0,0.0,0.8,1.0,0.0,0.0,0.2,31.7,Moderate,medium
